customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,city_match,state_match
9b7822c67a91b431e9254007b587214d,9d0ac1cdbfc919d676e2c2377abb32c1,71928,brasilia,df,71928,-15.845635190858065,-48.031713728553214,brasília,df,False,True
d387341bbce5ab96e3647bb0e8d0b55a,91e6fd64694fa9a828270d442ba88e03,06835,embu,sp,06835,-23.676672160109366,-46.85109917448426,embu das artes,sp,False,True
ecb1725b26e8b8c458181455dfa434ea,b55a113bb84fc10eaf58c6d09ec69794,72300,brasilia,df,,,,,,False,False
bcf86029aeed4ed8bac0e16eb14c22f5,7cd7974c9f79f75b77f323878ef87f43,11547,cubatao,sp,,,,,,False,False
e86aabf122bf269f6a73ef1631ea593e,264f33eb52366d6efeae97a7de43a1e6,48967,nucleo residencial pilar,ba,48967,-10.33361416984474,-40.15152490130054,jaguarari,ba,False,True
f4302056f0c58570522590f8181de2c7,67b05b597a66b5c449025000b9430abb,64605,picos,pi,,,,,,False,False
ceead79d927539feb1a27e3ec80cac36,f75da962fb4ddac1569e90c21803c455,06768,taboao da serra,sp,06768,-23.607633000000003,-46.75564199999999,taboão da serra,sp,False,True
03bbe0ce5c28e05f22917607db798818,8f3dca4306d5a89e4ae2c65c110603a2,72465,brasilia,df,,,,,,False,False
ad4950aded55c2ea376be59506456d68,aa2b96dd03307ea6dc4b763c0b5f0b39,07729,caieiras,sp,,,,,,False,False
6e7dc8f6ec3f0a0d72fa64992ebe2fc8,5efeef1510d928c549c082d0ef4447ac,72904,santo antonio do descoberto,go,,,,,,False,False
627dfd4a1b84a6a7e2a5e989ba72101d,4c3e319751f31fb9c21a247247fe85e0,70680,brasilia,df,70680,-15.785799316169744,-47.91757453421891,brasília,df,False,True
c55a17a7c31353c35d48550b3aebc06f,578d5e6d37a20bbf631183feedfe2dea,35408,glaura,mg,,,,,,False,False
5e4b0c76f331945cd0ebb67a3adce403,8d66f98c026e3d77ea0c70f5a2c8e98e,02231,sao paulo,sp,02231,-23.47564614294332,-46.56558172594988,são paulo,sp,False,True
3a9686af66e7ba1291b19d2e41d584ce,c85df1c6ef6f7bb605e1c49d34f172ee,78554,sinop,mt,,,,,,False,False
baca33004aa726524d5a891853100559,aa67457bb07fde4e952d67b038135bee,73369,brasilia,df,,,,,,False,False
7557541c9c578082c892cf185c3b0b47,7ee645e84a436c9dad3d5af253162fe7,08980,nossa senhora do remedio,sp,,,,,,False,False
bbf5e98dabf1bdac752afc68f8032bda,13aba123512eef450a11646c572fccca,29949,sao mateus,es,,,,,,False,False
47991a53433aaa66f7847608c1fdf716,504c50c33f84b78f26c028f2f8e4a860,37925,piumhii,mg,37925,-20.469549898219025,-45.96099284289125,piumhi,mg,False,True
78bebfa74709728a62d4a98efbde8ac0,fac8b5e914037fc2e2476783585f0769,65137,maioba,ma,,,,,,False,False
814dfd64a142fe2564faef3932b676b9,d647bd6f2997e98e04f7d84da752b873,28655,monnerat,rj,,,,,,False,False
9bc4a258f344f7de44ca841d25a497fd,f372db7693e8b9df2f201a59b1a15c20,70680,brasilia,df,70680,-15.785799316169744,-47.91757453421891,brasília,df,False,True
5f0099134079adfe14d1df3d8ecc57ae,25aaba9edaf948bb0b0af688266934e8,73255,brasilia,df,,,,,,False,False
b94afa1536154b937c32785ad8263141,aa0b2eaabf40dd1b26af1f47b7d42865,13841,mogi-guacu,sp,13841,-22.364979294138546,-46.92434237739809,mogi guacu,sp,False,True
d7cf6e6f535ab1be102e3e7ab5185139,659d92dc24d2773bb6c74985a14d2221,06768,taboao da serra,sp,06768,-23.607633000000003,-46.75564199999999,taboão da serra,sp,False,True
9898e8eddc4e40527c7cda1dc8ef3a9f,23916bba358a757bc1a2962315e9ad15,28388,bom jesus do querendo,rj,,,,,,False,False
3e03d4153f402a107117e6eb0bab7ec8,eac46d144f4593759db4fd029f91f6cc,73251,brasilia,df,73251,-15.67044853931117,-47.81596285510468,sobradinho,df,False,True
f341549b5b28a46a5b4db2f4372e36a2,b085fe730254d7b519bc1231da539c38,06930,cipo-guacu,sp,,,,,,False,False
77f30174b3db9880a8a868926892545d,c21b919e97346078646722f34ec6daf7,71676,brasilia,df,,,,,,False,False
6dc03b7785c3ad8b1f2f69a96afaf0d9,e1f1862e74270220628e76ecc8d68f98,71950,taguatinga,df,71950,-15.838929410218688,-48.043783756744176,brasilia,df,False,True
d4a4c83732d4270a8c93260be1c189ed,881c338c2a976c0f6e7d8f317840775c,64047,teresina,pi,,,,,,False,False
f493aff390d5dc333518bd728e9d9787,41507ff4b7bab10c31de27a09a09da50,70680,brasilia,df,70680,-15.785799316169744,-47.91757453421891,brasília,df,False,True
f28aac2789e12c47afd75647b5788bfa,e3a07a2fce775f67bcf06e6278807608,71090,brasilia,df,71090,-15.815613218565668,-47.995720718565664,guara,df,False,True
ed41fe754f77becd2c70896dcc967aa0,827b19392982299876c0aca1f92208c2,29949,sao mateus,es,,,,,,False,False
1c436aa3c85f978a78df59eaca01ede3,0831677c0910d6a1effef95c5836b5c5,71928,brasilia,df,71928,-15.845635190858065,-48.031713728553214,brasília,df,False,True
60668013b65cb5ce1ac510221b9af243,459759c02362af7a218dd2fe035b3c07,61906,maracanau,ce,,,,,,False,False
4cc35d6a322eb6950b08f6dc5e64f821,7b5476637788a97b34d40c0aeaa1a98b,73255,brasilia,df,,,,,,False,False
0662368ff680fcfd827c7dfa0b272bb7,5d449a06af72441c704b25d28b693942,29660,sao joao de petropolis,es,29660,-19.879860634382204,-40.626739587261234,santa teresa,es,False,True
d90af5c00814430fc3e212e8163bf2b8,aef278d3c4350b0d32907d429421f071,68447,vila dos cabanos,pa,68447,7.271649375032848,-40.315884016386505,barcarena,pa,False,True
4f061e67c05a2736e7c07286ff3fa787,fded88a1576bd3a1383116738e43fb6c,71927,brasilia,df,71927,-15.843413091757307,-48.01808620484556,brasília,df,False,True
8d1906125bb1f738d1f8a1d146ac3334,481a3e4c07971c950ac25f7317ac421b,65137,maioba,ma,,,,,,False,False
ce235b7711c4350b82cbeab0568b7df2,6550bfddbb6eb18f5cfc4d8e410c485a,83210,paranagua,pr,,,,,,False,False
44a201b41213d0cb2bfbafe2f17fd3d0,11456834db38d2d260cef5a6ab44a592,74476,goiania,go,74476,-16.61032755468738,-49.34744430637364,goiânia,go,False,True
e4be72be1f23e97bd34c353e08d7ae4a,921f5be42275772ab31fc09bf5ae728b,70680,brasilia,df,70680,-15.785799316169744,-47.91757453421891,brasília,df,False,True
6fe9ae6b3e2e3ee18fddcfe17f29b226,3fc19a1a15d5d29c01c2f687bd497d00,04875,sao paulo,sp,04875,-23.820602218415264,-46.68535992256436,são paulo,sp,False,True
1b97c9da9c97d1fbe7be867abdb7f446,34478bd76ec4342d1d47df943131539e,71919,brasilia,df,,,,,,False,False
055a82f1af585df4506c8d053edc7641,46417ad5a94a3c89c3725a93d3600b73,71928,brasilia,df,71928,-15.845635190858065,-48.031713728553214,brasília,df,False,True
4d89e7ec9a5b443f3188cb1132255b72,95c85e956d3aa612bb42a94c0872d1ed,71931,brasilia,df,71931,-15.8369274464868,-48.0394269535645,brasília,df,False,True
53c26135cf44344a6c00bf51771980c4,d394a89e0e5bb68d20c89d235ef59b06,36956,sao francisco do humaita,mg,,,,,,False,False
b88b7689eba14a29896c654986bec727,ba2c1895f7a564980172df46b35fe611,35242,cuite velho,mg,,,,,,False,False
df3450e94b312b2a7ef8517bd09a52f2,92272a7a0e11f7d949a982e647a6d286,72005,brasilia,df,,,,,,False,False
e988b94fc82408ecac8299c744959c58,d01e20bfb741f8a5a4c2c8582617c580,29718,angelo frechiani,es,,,,,,False,False
3ee60392c784c837894f3391360004a8,9a667674750c85328d27c1578b5db5c7,41347,salvador,ba,,,,,,False,False
1d39877e0dfed5772a3ac4b169a1adc6,48eb15c28a364993587bf0975652a2f2,72005,brasilia,df,,,,,,False,False
6391b6b3125ec6fbe82bf0e2d616337f,9f93044b0156639ec44b7ecfca3b9c31,70324,brasilia,df,,,,,,False,False
77b5832eda477c951c0f2b13998ddfa2,791196cf7e5c2e2a7e894884becd7a6c,72005,brasilia,df,,,,,,False,False
1daba7d65f084430a3d8aeaefeae4680,29209fe36b1f2c11836d538740f5954d,70680,brasilia,df,70680,-15.785799316169744,-47.91757453421891,brasília,df,False,True
0487babaee1a6d7e1aca94e4ecba5e47,13e58e8be993cad079d11118950e9af8,71918,brasilia,df,71918,-15.837613617893139,-48.02359965433803,brasília,df,False,True
330c38b2460346c6dc474f3819707500,4ad4d9be004941fb8e0ffd31ddbf1f3c,70680,brasilia,df,70680,-15.785799316169744,-47.91757453421891,brasília,df,False,True
995a8d3ce0c9af3522916bd31f4305d7,32fac75226dbbce057b8a9f2a1b1997b,37925,piumhii,mg,37925,-20.469549898219025,-45.96099284289125,piumhi,mg,False,True
032a8a054066276df2c3df8e1be1611c,1d3e756d12649ccfe5a47a02628baec3,85139,colonia vitoria,pr,85139,-25.272807023543834,-50.07009121273323,vitoria,pr,False,True
075ef61489ef7122c2a0f69e79c55ff3,757423381d83adecca877fc69cfb8540,73060,sobradinho,df,73060,-15.640681335562483,-47.82060067744548,brasilia,df,False,True
47b829330c5a0c6c89cad9cb0ac6aa3c,6dfd27af2b7c8bf61b351757b7b13d2e,70686,brasilia,df,,,,,,False,False
2fb134171eb8b58c2cb3aef1b480c14e,e3e9798c019c5c53539c221ef4646d84,62600,itapage,ce,62600,-3.68727360287938,-39.5832783760235,itapaje,ce,False,True
fca4bdb14966b7230098dffb7e01e67a,4b271dbd4bfeefce07c67cfb51448390,72341,brasilia,df,,,,,,False,False
6d0f452f154628992e07aa608810f082,c8ddd50a1eb607d6d09df11adca65efe,12332,jacarei,sp,,,,,,False,False
1628f353cb4fee7be799eaae47575ed0,eea3ce136d530bbbb64b37004756820d,70716,brasilia,df,,,,,,False,False
22e922696a7d1ab9a19c6b702fedc387,b030929cf3b8c3370ea8c611f9ccb32e,71905,brasilia,df,,,,,,False,False
bc530a094537f0c6a7645e89b29bc650,02dd4969c23207b44ef9252dd7ef59f8,13841,mogi-guacu,sp,13841,-22.364979294138546,-46.92434237739809,mogi guacu,sp,False,True
4396492d7da56955ab6c0fc9c9fceaab,a4585eb1763f581eae8562642424a638,88162,biguacu,sc,88162,-27.527041926878997,-48.64345039251235,biguaçu,sc,False,True
4a5642b29f7d0885758928dc7ec35909,04f08b09dd9ae5d658be400b1b786c47,75784,domiciano ribeiro,go,,,,,,False,False
1dbe0bf136ea8849ed9648546ebc2e63,bd0d97c6af77a1ef4850255bd6d17fec,73082,brasilia,df,,,,,,False,False
1944b4d00cd7782e2302cb0c6405c0c8,ba097393e22efe1dd4e3a9433c1232ce,37925,piumhii,mg,37925,-20.469549898219025,-45.96099284289125,piumhi,mg,False,True
2ebff6706876c13d515f6efb2c687db6,f489231774bb1b459de6d233ea125a1b,71884,brasilia,df,,,,,,False,False
534ae76adc5da4b4f9c7b505a756d59d,678939d60a25a0085362fea2de179f2a,71574,brasilia,df,,,,,,False,False
f7ef746cb4eb72958f6ec8a332cbf172,36cc929a520588f985ba75a0d92238f4,72238,brasilia,df,,,,,,False,False
1d5ff4f3adccc4a651df014533d39493,fe5356333d9ad35e81c4770b666b8d12,71931,brasilia,df,71931,-15.8369274464868,-48.0394269535645,brasília,df,False,True
a05e5d67bec8b16eb0a745e78554c71f,478ad0e58a5fbf512d7655c62a78dde3,71918,brasilia,df,71918,-15.837613617893139,-48.02359965433803,brasília,df,False,True
bd075a9e60df7474943e430c2f5f61f5,519446a115f9260dd7af4dda99afd8be,72745,brasilia,df,72745,-15.65998974201913,-48.1932929688207,brasília,df,False,True
0debfbe6eb17e95af641df3e543d5959,b430e3d118c6f0ba3a07a99b6b9222bf,71996,brasilia,df,,,,,,False,False
5fa72a993139ba4e448cdb029f85899e,069f4dd3b71c4a74396b5d9044432d5e,72007,brasilia,df,72007,-15.774815956743687,-48.0468055012082,brasília,df,False,True
ce34a9292c0c51ddf8171b9b333aa625,b965c6d1fa94e2884f470742038a5ec5,76968,cacoal,ro,,,,,,False,False
b7c8e76e67ea70f6aaa55aa9f847c0c3,bcdf4386a30ea0fdeba75d11960d7918,70686,brasilia,df,,,,,,False,False
d42a85a7f08524cec83afa0a1127054d,a3057829f96dc368f93a30abda21c970,72300,brasilia,df,,,,,,False,False
a55b85ff2960e23e05447c3c371899b0,44723e30324b2effd5a8247794af92c8,70680,brasilia,df,70680,-15.785799316169744,-47.91757453421891,brasília,df,False,True
cba8b8645de00cff0b502040bc71c0c9,aac86ff1a57d14e31dfd674c49d240de,85139,colonia vitoria,pr,85139,-25.272807023543834,-50.07009121273323,vitoria,pr,False,True
d38521b8c94b38e74554395115ca5c2f,9a33dd59711dab6f08d324eee7e03ee9,55485,jurema,pe,55485,-12.812998373308554,-38.731669333692956,santo antonio das queimadas,pe,False,True
77adec624e36e65c0a3af52452b21b12,6d2408af10e468cd1a5bc41df239cd59,13841,mogi-guacu,sp,13841,-22.364979294138546,-46.92434237739809,mogi guacu,sp,False,True
d692866d341e03251c309c8b6f49d640,d5954d70dbdab5ce057d63cbfcd32cf9,71975,brasilia,df,,,,,,False,False
2bd1c2a6bcb1e348fc5c5f1d67436fa1,c5ae51741ef98f82fbb3887f0bb68877,72595,brasilia,df,,,,,,False,False
378acb1d4018a2ed442626f99a1e68b8,075b7002d0445c874a542f6841d99bac,72017,brasilia,df,,,,,,False,False
ce102f790bb667f9851019a3cb0ed958,d39601cf1486970b35aa481a78c726bc,75784,domiciano ribeiro,go,,,,,,False,False
e28f61f60696c03754e0ab705ed04182,df060d00986253c06af905c95d50bb30,85575,sao jorge do oeste,pr,85575,-25.707281919009446,-52.91877853100683,sao jorge d'oeste,pr,False,True
fb5c13a43eab0c123ae49f226709b74a,c037aa753c0787f6e28b2d5c5e40d997,68447,vila dos cabanos,pa,68447,7.271649375032848,-40.315884016386505,barcarena,pa,False,True
8daafb5e7776c08e384b8bdd6b708dfc,8262788edf806677acaffdbb1709ed3f,68792,santa isabel do para,pa,68792,-1.3052957844724087,-48.04698260876136,americano,pa,False,True
2468e8e24c7f7f1afb422a334c11b531,eeea5c6efe33f400e94177fa497499f6,72596,brasilia,df,,,,,,False,False
d5842d939b29486593a603af0718d347,2099df74d91e10c00c34ad14edda6bd0,67105,ananindeua,pa,,,,,,False,False
cdc2bba36d83fe46dea8a0dce9453146,d36c4833ff5369ed3c7225ee636fbeb8,25840,bemposta,rj,,,,,,False,False
2ff967be7f6652e68ab0c412054f6aea,5ce0fe1fb00b7bd8dcb41e207c831c82,72002,brasilia,df,,,,,,False,False
93a8571aba21529cf631be8c49e279df,f570b38fd1007c094f293aadb09bcedf,68447,vila dos cabanos,pa,68447,7.271649375032848,-40.315884016386505,barcarena,pa,False,True
84d03da5b419db76b30b4f5d8ccb6450,e58043c5746b4d123edd5fe77ef48696,72821,luziania,go,,,,,,False,False
f58c14ad1417ae5e8f9c6d0f9f6aec24,04a5a9b154c83e4b19258dcd0e4476ed,85118,palmeirinha,pr,,,,,,False,False
423852dab82b7c8333f71b06f3a6fd77,e78fe125c58587fde827b7249291d520,58625,sao mamede,pb,58625,-6.927206086483197,-37.09682003739722,são mamede,pb,False,True
44b07e53a284d5abc4dbcf7ab6f96750,5fd9a1173ae9910627a50c51f12a5664,37925,piumhii,mg,37925,-20.469549898219025,-45.96099284289125,piumhi,mg,False,True
bd15f9ff1287103a05384574f0525d58,003f4901fdb60ae9c1e2538b84c208e1,73255,brasilia,df,,,,,,False,False
9ae373da25d193f8f853a8eebbe2ea96,327a01a6885ecfda06a3d5c50fb515c3,25919,mage,rj,,,,,,False,False
7a016e0365d83ace51004c940f13aff3,b8d87455f7eca8954cb5963ed9f9f9a5,71931,brasilia,df,71931,-15.8369274464868,-48.0394269535645,brasília,df,False,True
a7e1e3b3803edc0fe36cd28dd1b296f1,2b159d0cdf66c3325b64304c18ae2e75,71927,brasilia,df,71927,-15.843413091757307,-48.01808620484556,brasília,df,False,True
a1cdd0992516e0e8a9c90b38965b47fe,e602f17b276b90a8766bd196b3590c11,72005,brasilia,df,,,,,,False,False
9d5ff5d7ce2e4bc386bf11b9adb46a19,b501aa16c4c71c55bd43d45d112bd135,95853,polo petroquimico de triunfo,rs,,,,,,False,False
d6e816a35e42165ae9af6c44209dc565,f041d0ca4717eab95d05b412e6aaea17,79760,bataipora,ms,79760,-22.296790222960677,-53.26950374476603,bataypora,ms,False,True
776e3127741b8d940d12afa4449e50a6,b283972d8b63fa81402654b037f88651,70686,brasilia,df,,,,,,False,False
23fafaadc0b11501176401ba0003c22d,b3441a427e8889379672bfd441f5218e,72583,brasilia,df,,,,,,False,False
23267a340cb0e9928fca29f239429b11,327a01a6885ecfda06a3d5c50fb515c3,25919,mage,rj,,,,,,False,False
e1a7e3c252a0a62a4936908e3725f7d3,ac0651cf284cc653d37a4d2178ccbca2,70735,brasilia,df,70735,-15.782518976857272,-47.888067626997994,brasília,df,False,True
687de4f25e5a81aa43144a67bd2d49f5,60773a7bbe6c8189c0799fa572a43a65,06824,embu,sp,06824,-23.67648281814007,-46.80474537411708,embu das artes,sp,False,True
4d2458e75c52df5f04690b4726d9b10d,31d5ba0ac9c388bbdc6d6c10a60df123,70830,brasilia,df,70830,-15.777625500000005,-47.87400825,brasília,df,False,True
83f3342b0ee6f0c116666610ec70e082,ef615978504f00be4e6e171ca068e160,72669,brasilia,df,72669,-15.793363257833736,-47.84922424340701,brasília,df,False,True
9adc8383886b0a2bd1736c1fd1b972e1,24c9ed99a0239ba1a61661f0f9f7403e,68511,maraba,pa,,,,,,False,False
1324ff534622fa55dc3102e7cb227111,24259224caf748993c177ebf964c2e6e,70680,brasilia,df,70680,-15.785799316169744,-47.91757453421891,brasília,df,False,True
8d8978fdd03f6e34ba26df8fa47df752,bac7b4b5798499ae07479beff94d2187,72007,brasilia,df,72007,-15.774815956743687,-48.0468055012082,brasília,df,False,True
5b310d1f78f27de30f2fb3ddbc5e8a49,b9c201d679a0f0fbae1f2b9620b3155a,70701,brasilia,df,,,,,,False,False
99dc7c59a9c5a055e048b3b1f8cabd8f,e99ca5e918ee9a06067dcdc7fd50007f,71591,brasilia,df,,,,,,False,False
15d1ff96168e59165bb5ccf454b44b85,b4fa7b2b8c716cafcd505d8917a3b4be,85118,palmeirinha,pr,,,,,,False,False
11abdd40a33e2935ffe14b833ead5a1c,27523a0e3d93e54c0491cd5feed33a65,36576,vicosa,mg,36576,-20.702669163333553,-42.986789819228186,porto firme,mg,False,True
486f3821dff6f15c3b4c114b12ad1480,e03a7561447875f95f91004d29083c81,72535,brasilia,df,,,,,,False,False
7e9a5d4cbccb404e8ddce807dc3622c1,90bf31428610d8297cf6e27fe70da525,23970,paraty,rj,23970,-23.215653568544237,-44.70625430779405,parati,rj,False,True
7fbb366983e4f58b78aa290785a1b9dc,9af30f19b48ae6a6d6637aed620b995b,71919,brasilia,df,,,,,,False,False
228fa0775b9f2dd5df796a94425f18d2,b8f9ecc7915ce653a1d7ee6dbfe8f54d,06768,taboao da serra,sp,06768,-23.607633000000003,-46.75564199999999,taboão da serra,sp,False,True
ff542e3cf0ba09909e8cfa4ea58186e1,a982bd0fec12d781fecd9f1e17cb81bf,48967,nucleo residencial pilar,ba,48967,-10.33361416984474,-40.15152490130054,jaguarari,ba,False,True
33e459b53bac5c141d0256c11d4ddfb3,0ae994d8f10440e53ca00da6ed0080f5,71928,brasilia,df,71928,-15.845635190858065,-48.031713728553214,brasília,df,False,True
e0dc8ea464de23db3b4aa5fa6ae07cc3,383fa1a759c0437605732a46d4f43d2c,71918,brasilia,df,71918,-15.837613617893139,-48.02359965433803,brasília,df,False,True
30b882d792e7c674b96146e7a4854316,35aa9ebfcaec22160e6f50406b4c89d1,37925,piumhii,mg,37925,-20.469549898219025,-45.96099284289125,piumhi,mg,False,True
066e5acdd1a429b05b4bcb0c8f8273d3,36cb06fed5371d8e5ae0074141da1ae2,71215,brasilia,df,71215,-15.814737483080949,-47.94033250909593,brasília,df,False,True
0d0df1aeacd390324f3efb6b9518c12a,dd246e640bf9e0d31ba62cf5cf2bd1bd,71918,brasilia,df,71918,-15.837613617893139,-48.02359965433803,brasília,df,False,True
94c00589c7550e31350908f68e97d488,fe59d5878cd80080edbd29b5a0a4e1cf,71065,guara,df,71065,-15.842582940884778,-47.975808124409006,brasilia,df,False,True
367d2bdd1791432a6864b006df0c9a1f,c85df1c6ef6f7bb605e1c49d34f172ee,78554,sinop,mt,,,,,,False,False
aa743174847b78266e47461b8bcd1bb5,b91103208abd5c826bd0bc26ec99c1a2,95572,mampituba,rs,,,,,,False,False
e17f21a7f5dfaa820286567ccd5c96be,f64defe83f071b017b6215c2aab39aff,13820,monte alegre do sul,sp,13820,-22.69408747635863,-46.98545911933721,jaguariuna,sp,False,True
fc2f56601bbd8434a91b963b8ac49f35,a1f6aec75e41168caba548372f245c68,23970,paraty,rj,23970,-23.215653568544237,-44.70625430779405,parati,rj,False,True
ffa7d6a151c43eaf14058054531ddca5,d3f9b6f820f5d26137edc92826811dc2,73090,brasilia,df,,,,,,False,False
d49c6823ea64985a6cb50d57d846cb5d,83e811b31fe3effd03a4ef8fe588469d,28175,travessao,rj,28175,-22.147109150072314,-42.08524973410263,campos dos goytacazes,rj,False,True
